year_month,anomaly_c,lower_ci,upper_ci
1893-04,-0.50831175,-0.6943277,-0.32229576
1893-05,-0.57025254,-0.76339185,-0.37711322
1893-06,-0.45261618,-0.65292495,-0.25230742
1893-07,-0.2528014,-0.441424,-0.06417876
1893-08,-0.29511073,-0.51105654,-0.079164885
1893-09,-0.36910433,-0.5531799,-0.18502872
1893-10,-0.3051906,-0.47994307,-0.13043815
1893-11,-0.40178445,-0.57803625,-0.22553267
1893-12,-0.47665915,-0.6962661,-0.2570522
1894-01,-0.6304952,-0.80982786,-0.45116255
1894-02,-0.41898477,-0.6162451,-0.22172444
1894-03,-0.49809912,-0.702418,-0.2937802
1894-04,-0.5233221,-0.7198613,-0.32678288
1894-05,-0.51352173,-0.71939856,-0.3076449
1894-06,-0.5799579,-0.7891173,-0.3707986
1894-07,-0.39804062,-0.59958905,-0.19649218
1894-08,-0.35465294,-0.5696251,-0.13968079
1894-09,-0.43967047,-0.6299831,-0.24935783
1894-10,-0.39872596,-0.582652,-0.21479996
1894-11,-0.4509967,-0.6367912,-0.2652021
1894-12,-0.5384868,-0.7516112,-0.32536232
1895-01,-0.6363193,-0.8125712,-0.4600674
1895-02,-0.63207686,-0.82469374,-0.43945998
1895-03,-0.60957813,-0.8190084,-0.4001479
1895-04,-0.44812807,-0.6667431,-0.22951308
1895-05,-0.4687639,-0.67184514,-0.2656826
1895-06,-0.42064583,-0.627512,-0.21377972
1895-07,-0.33815384,-0.5348768,-0.14143085
1895-08,-0.37406406,-0.5879627,-0.16016543
1895-09,-0.38837868,-0.57246375,-0.20429358
1895-10,-0.31372356,-0.47390485,-0.15354225
1895-11,-0.3123746,-0.47705224,-0.14769696
1895-12,-0.35983032,-0.5578905,-0.16177016
1896-01,-0.31443536,-0.48861632,-0.14025438
1896-02,-0.32868984,-0.5130459,-0.14433376
1896-03,-0.5802674,-0.76362,-0.3969148
1896-04,-0.5287299,-0.7116946,-0.34576517
1896-05,-0.3471449,-0.5671692,-0.12712063
1896-06,-0.22357856,-0.4247486,-0.022408525
1896-07,-0.18469533,-0.3617716,-0.0076190424
1896-08,-0.17283933,-0.38527983,0.039601162
1896-09,-0.1551277,-0.34497955,0.03472415
1896-10,-0.11704905,-0.2814769,0.047378805
1896-11,-0.30805147,-0.474438,-0.14166494
1896-12,-0.08252435,-0.29076752,0.1257188
1897-01,-0.28979796,-0.4789951,-0.10060082
1897-02,-0.33754954,-0.53955436,-0.13554473
1897-03,-0.41013247,-0.6062285,-0.21403642
1897-04,-0.10872677,-0.30353975,0.0860862
1897-05,-0.12141722,-0.3130652,0.070230775
1897-06,-0.16981138,-0.37210378,0.032481037
1897-07,-0.18994027,-0.3749037,-0.0049768477
1897-08,-0.18287988,-0.40239596,0.036636196
1897-09,-0.17639543,-0.3501349,-0.002655966
1897-10,-0.2057948,-0.38211888,-0.029470703
1897-11,-0.41009948,-0.57353157,-0.24666739
1897-12,-0.4532625,-0.63648236,-0.27004263
1898-01,-0.18524984,-0.37518045,0.0046807867
1898-02,-0.5439892,-0.71270156,-0.37527677
1898-03,-0.83337635,-1.0005848,-0.6661679
1898-04,-0.66045624,-0.8481634,-0.4727491
1898-05,-0.5480182,-0.7320207,-0.36401576
1898-06,-0.3343065,-0.52675015,-0.14186287
1898-07,-0.39074147,-0.5823799,-0.19910304
1898-08,-0.3948271,-0.6037144,-0.18593977
1898-09,-0.35992736,-0.5427564,-0.17709836
1898-10,-0.4759396,-0.647277,-0.30460227
1898-11,-0.49485758,-0.6558395,-0.33387563
1898-12,-0.46680996,-0.66206044,-0.27155948
1899-01,-0.34363872,-0.5083987,-0.17887872
1899-02,-0.5276006,-0.6921791,-0.3630221
1899-03,-0.5633823,-0.7276383,-0.3991264
1899-04,-0.41769972,-0.587526,-0.24787344
1899-05,-0.3581083,-0.5420537,-0.17416294
1899-06,-0.50719625,-0.70224214,-0.31215036
1899-07,-0.36427894,-0.54905254,-0.17950536
1899-08,-0.23684002,-0.45345747,-0.020222548
1899-09,-0.14301513,-0.32038435,0.03435407
1899-10,-0.17585902,-0.33936805,-0.012349985
1899-11,-0.04654972,-0.20535794,0.11225851
1899-12,-0.44751418,-0.6395024,-0.25552598
1900-01,-0.4812047,-0.6438489,-0.3185605
1900-02,-0.19196466,-0.35099205,-0.032937266
1900-03,-0.19894376,-0.3679703,-0.029917264
1900-04,-0.22531228,-0.40428153,-0.046343017
1900-05,-0.30053034,-0.48580503,-0.11525564
1900-06,-0.22326255,-0.4226848,-0.023840327
1900-07,-0.20973341,-0.39004666,-0.02942016
1900-08,-0.21000378,-0.42439368,0.00438614
1900-09,-0.19286992,-0.37976024,-0.0059795785
1900-10,-0.057791393,-0.23146895,0.11588616
1900-11,-0.2571459,-0.42463556,-0.0896563
1900-12,-0.21316338,-0.39889044,-0.027436316
1901-01,-0.26402086,-0.42309624,-0.104945496
1901-02,-0.25840166,-0.41226682,-0.10453651
1901-03,-0.17977652,-0.3362037,-0.023349348
1901-04,-0.16481967,-0.3373982,0.007758879
1901-05,-0.23445186,-0.42738917,-0.04151454
1901-06,-0.2560285,-0.44949824,-0.06255879
1901-07,-0.34580567,-0.5311987,-0.16041267
1901-08,-0.2113853,-0.42664626,0.003875669
1901-09,-0.3561651,-0.5335462,-0.17878401
1901-10,-0.33561262,-0.5079406,-0.16328469
1901-11,-0.37368178,-0.53293175,-0.21443185
1901-12,-0.46568483,-0.63563347,-0.29573616
1902-01,-0.42511338,-0.57953984,-0.2706869
1902-02,-0.22412084,-0.37227347,-0.07596821
1902-03,-0.45577875,-0.60928625,-0.30227122
1902-04,-0.44432157,-0.6111386,-0.27750456
1902-05,-0.43461686,-0.63180804,-0.23742568
1902-06,-0.4500647,-0.6430966,-0.25703278
1902-07,-0.4109188,-0.5882078,-0.23362985
1902-08,-0.4305061,-0.63435364,-0.22665858
1902-09,-0.37308553,-0.5511751,-0.19499597
1902-10,-0.49725753,-0.6681279,-0.32638717
1902-11,-0.5539158,-0.71447945,-0.39335212
1902-12,-0.5490247,-0.72414905,-0.37390035
1903-01,-0.42252553,-0.5725434,-0.2725077
1903-02,-0.23462331,-0.3727669,-0.09647969
1903-03,-0.40613472,-0.5476337,-0.2646357
1903-04,-0.5899058,-0.7500624,-0.42974916
1903-05,-0.51376563,-0.69740963,-0.3301217
1903-06,-0.549487,-0.7320049,-0.36696914
1903-07,-0.5111622,-0.6822094,-0.34011507
1903-08,-0.610684,-0.8215113,-0.39985666
1903-09,-0.57118165,-0.74536145,-0.3970019
1903-10,-0.67383254,-0.8316428,-0.5160223
1903-11,-0.63105804,-0.78360933,-0.47850668
1903-12,-0.70818734,-0.8704368,-0.5459379
1904-01,-0.79704237,-0.9464698,-0.647615
1904-02,-0.76683724,-0.9198913,-0.61378324
1904-03,-0.6939121,-0.8410048,-0.54681945
1904-04,-0.6450014,-0.81358975,-0.47641313
1904-05,-0.6114328,-0.7888903,-0.43397528
1904-06,-0.568754,-0.7550835,-0.38242447
1904-07,-0.5590097,-0.73074305,-0.38727626
1904-08,-0.4840859,-0.6907728,-0.277399
1904-09,-0.60041285,-0.7811646,-0.41966105
1904-10,-0.5525205,-0.71500087,-0.39004016
1904-11,-0.39203608,-0.5445698,-0.2395024
1904-12,-0.49375394,-0.6701244,-0.31738347
1905-01,-0.4566211,-0.6040975,-0.30914474
1905-02,-0.71549875,-0.86224735,-0.5687501
1905-03,-0.5188837,-0.65920866,-0.37855878
1905-04,-0.55835843,-0.71496737,-0.40174955
1905-05,-0.4342178,-0.6099253,-0.25851026
1905-06,-0.34481785,-0.52462703,-0.16500865
1905-07,-0.37603787,-0.5381744,-0.21390133
1905-08,-0.3058545,-0.51245445,-0.09925452
1905-09,-0.34688962,-0.5136275,-0.18015166
1905-10,-0.3343655,-0.4869212,-0.18180978
1905-11,-0.2153892,-0.35783565,-0.07294275
1905-12,-0.2643972,-0.43737105,-0.09142339
1906-01,-0.28453687,-0.43207815,-0.13699558
1906-02,-0.3768958,-0.5113861,-0.24240544
1906-03,-0.28155494,-0.42672673,-0.13638316
1906-04,-0.10025885,-0.25611916,0.055601463
1906-05,-0.3723094,-0.54721445,-0.19740428
1906-06,-0.2292129,-0.41132295,-0.04710284
1906-07,-0.34643295,-0.51997405,-0.17289187
1906-08,-0.2723821,-0.48036507,-0.06439913
1906-09,-0.3523126,-0.5256511,-0.17897408
1906-10,-0.3202604,-0.47249773,-0.16802311
1906-11,-0.53089225,-0.6772622,-0.38452235
1906-12,-0.31739596,-0.47774374,-0.15704814
1907-01,-0.516215,-0.6554479,-0.37698218
1907-02,-0.6153823,-0.759415,-0.4713497
1907-03,-0.42705113,-0.5699259,-0.28417638
1907-04,-0.47172624,-0.6302266,-0.31322587
1907-05,-0.6374959,-0.8086795,-0.4663123
1907-06,-0.53865796,-0.7196122,-0.3577038
1907-07,-0.43119016,-0.6009886,-0.26139167
1907-08,-0.49268502,-0.7037285,-0.28164154
1907-09,-0.40008837,-0.5669519,-0.23322485
1907-10,-0.33222163,-0.47972915,-0.18471411
1907-11,-0.54834944,-0.6937246,-0.4029743
1907-12,-0.5827084,-0.7618472,-0.40356964
1908-01,-0.4519169,-0.59519696,-0.3086368
1908-02,-0.40590233,-0.54889566,-0.262909
1908-03,-0.69665587,-0.8337969,-0.5595148
1908-04,-0.5814311,-0.7338332,-0.429029
1908-05,-0.43790126,-0.61980486,-0.2559977
1908-06,-0.40913704,-0.5994534,-0.21882069
1908-07,-0.3958542,-0.56236506,-0.22934337
1908-08,-0.48095068,-0.6960913,-0.26581007
1908-09,-0.38329068,-0.5520452,-0.21453609
1908-10,-0.5676706,-0.7132808,-0.4220604
1908-11,-0.6378442,-0.7742679,-0.50142044
1908-12,-0.6300813,-0.78908396,-0.47107857
1909-01,-0.75475407,-0.88509023,-0.6244179
1909-02,-0.53297746,-0.66668254,-0.39927235
1909-03,-0.6513177,-0.7839341,-0.5187013
1909-04,-0.63047636,-0.77778953,-0.48316312
1909-05,-0.5888554,-0.7635909,-0.4141199
1909-06,-0.5068625,-0.69146657,-0.3222584
1909-07,-0.52792674,-0.68760794,-0.36824554
1909-08,-0.32849208,-0.53468066,-0.12230346
1909-09,-0.4074357,-0.5687524,-0.24611901
1909-10,-0.4895774,-0.6321734,-0.34698135
1909-11,-0.38432604,-0.5194979,-0.24915425
1909-12,-0.59183717,-0.74364024,-0.44003412
1910-01,-0.4175011,-0.55187815,-0.28312403
1910-02,-0.504873,-0.63817376,-0.37157223
1910-03,-0.6017962,-0.7438312,-0.4597612
1910-04,-0.5250092,-0.67233557,-0.3776828
1910-05,-0.52313983,-0.69649535,-0.34978428
1910-06,-0.55233157,-0.73255014,-0.372113
1910-07,-0.44205436,-0.6043967,-0.279712
1910-08,-0.39081913,-0.6018373,-0.17980097
1910-09,-0.41755286,-0.5821734,-0.2529323
1910-10,-0.477344,-0.6200282,-0.33465979
1910-11,-0.6679573,-0.80080456,-0.53511006
1910-12,-0.7446145,-0.8979414,-0.59128755
1911-01,-0.6562781,-0.7792779,-0.53327817
1911-02,-0.7064465,-0.8286788,-0.5842143
1911-03,-0.7646965,-0.8871106,-0.6422823
1911-04,-0.6419462,-0.7912424,-0.49265003
1911-05,-0.64146996,-0.80917484,-0.47376502
1911-06,-0.5602989,-0.7409261,-0.37967184
1911-07,-0.49698126,-0.6649658,-0.3289967
1911-08,-0.50997514,-0.7146019,-0.30534834
1911-09,-0.5009675,-0.6743051,-0.3276299
1911-10,-0.35211805,-0.48807216,-0.21616396
1911-11,-0.34346193,-0.47628456,-0.21063927
1911-12,-0.30291378,-0.4570271,-0.14880048
1912-01,-0.32610142,-0.44913107,-0.20307173
1912-02,-0.31227106,-0.42868918,-0.19585295
1912-03,-0.5567954,-0.6761116,-0.4374793
1912-04,-0.33766785,-0.48374882,-0.19158687
1912-05,-0.33525148,-0.4953898,-0.17511317
1912-06,-0.29028827,-0.46141073,-0.11916584
1912-07,-0.51029885,-0.66324323,-0.35735443
1912-08,-0.58027655,-0.78283584,-0.37771726
1912-09,-0.6464319,-0.8035136,-0.4893503
1912-10,-0.6850322,-0.8176889,-0.5523755
1912-11,-0.5564262,-0.6826072,-0.43024522
1912-12,-0.5769099,-0.72323096,-0.43058884
1913-01,-0.54632044,-0.67609525,-0.4165456
1913-02,-0.53957146,-0.66004014,-0.4191028
1913-03,-0.60106343,-0.7241219,-0.47800496
1913-04,-0.5226398,-0.6766255,-0.36865413
1913-05,-0.5475157,-0.7126661,-0.38236523
1913-06,-0.54598063,-0.7270386,-0.36492264
1913-07,-0.487307,-0.6503917,-0.32422233
1913-08,-0.3996715,-0.60129106,-0.19805194
1913-09,-0.41825762,-0.5767138,-0.25980145
1913-10,-0.44224253,-0.5817402,-0.3027449
1913-11,-0.36150652,-0.4905462,-0.23246686
1913-12,-0.15013762,-0.29886523,-0.0014100246
1914-01,-0.07075577,-0.19469832,0.05318677
1914-02,-0.25545025,-0.37828323,-0.1326173
1914-03,-0.39181992,-0.51663613,-0.26700374
1914-04,-0.4009329,-0.5396097,-0.26225612
1914-05,-0.30851153,-0.46911216,-0.14791086
1914-06,-0.3108636,-0.48684403,-0.13488322
1914-07,-0.29794353,-0.45902267,-0.13686436
1914-08,-0.24536806,-0.45098767,-0.039748468
1914-09,-0.30247036,-0.48129156,-0.12364913
1914-10,-0.10999061,-0.25634697,0.03636574
1914-11,-0.18151161,-0.31765112,-0.045372095
1914-12,-0.23782916,-0.3848825,-0.09077581
1915-01,-0.2835154,-0.42633992,-0.14069085
1915-02,-0.21343437,-0.3542233,-0.07264543
1915-03,-0.19529667,-0.34304518,-0.04754816
1915-04,-0.08560986,-0.23890147,0.06768174
1915-05,-0.17682685,-0.36435142,0.010697706
1915-06,-0.17441633,-0.36726952,0.018436836
1915-07,-0.17673115,-0.35855612,0.0050938088
1915-08,-0.064133756,-0.2844811,0.15621358
1915-09,-0.112291776,-0.28166756,0.057084017
1915-10,-0.28237036,-0.43482497,-0.12991574
1915-11,-0.16992375,-0.30729318,-0.032554343
1915-12,-0.35247612,-0.48937452,-0.21557774
1916-01,-0.33612216,-0.46915856,-0.2030857
1916-02,-0.26491648,-0.40373445,-0.12609853
1916-03,-0.43507338,-0.56965566,-0.3004911
1916-04,-0.38061446,-0.5387269,-0.22250195
1916-05,-0.42662773,-0.62419266,-0.22906281
1916-06,-0.49785638,-0.6976402,-0.29807255
1916-07,-0.38625917,-0.5731414,-0.19937697
1916-08,-0.29655352,-0.5097553,-0.08335171
1916-09,-0.3252342,-0.49617618,-0.15429223
1916-10,-0.3723561,-0.5262632,-0.21844895
1916-11,-0.5093867,-0.6454745,-0.3732989
1916-12,-0.8116807,-0.9511475,-0.6722138
1917-01,-0.6917105,-0.8353355,-0.54808545
1917-02,-0.7163067,-0.87009716,-0.5625162
1917-03,-0.78046644,-0.923216,-0.63771695
1917-04,-0.5435676,-0.7086844,-0.37845078
1917-05,-0.64062136,-0.83379126,-0.4474514
1917-06,-0.4783983,-0.68382895,-0.27296764
1917-07,-0.2574917,-0.45005706,-0.06492634
1917-08,-0.33890095,-0.58391625,-0.09388569
1917-09,-0.30343127,-0.48116767,-0.12569487
1917-10,-0.53336895,-0.6895489,-0.37718898
1917-11,-0.45498002,-0.59464455,-0.3153155
1917-12,-0.7874779,-0.9537126,-0.62124324
1918-01,-0.5187787,-0.6748328,-0.3627245
1918-02,-0.6765551,-0.8289045,-0.52420574
1918-03,-0.58216375,-0.73797053,-0.42635697
1918-04,-0.6266912,-0.8043593,-0.4490231
1918-05,-0.5272658,-0.7419271,-0.31260446
1918-06,-0.38915306,-0.5994177,-0.17888846
1918-07,-0.3706182,-0.5540228,-0.18721358
1918-08,-0.4441473,-0.6724495,-0.21584505
1918-09,-0.27426752,-0.46202138,-0.08651365
1918-10,-0.11720026,-0.293468,0.059067484
1918-11,-0.16862817,-0.3427813,0.0055249734
1918-12,-0.4169153,-0.58454275,-0.24928789
1919-01,-0.24290186,-0.41443437,-0.07136935
1919-02,-0.23586705,-0.39352298,-0.07821113
1919-03,-0.39355487,-0.5695168,-0.21759294
1919-04,-0.20925753,-0.39998493,-0.018530129
1919-05,-0.31249607,-0.516714,-0.108278185
1919-06,-0.36950374,-0.5653394,-0.17366809
1919-07,-0.32062152,-0.5172745,-0.12396854
1919-08,-0.2578348,-0.4905895,-0.025080062
1919-09,-0.29425618,-0.47144935,-0.11706305
1919-10,-0.27244198,-0.44336623,-0.10151776
1919-11,-0.5609775,-0.70544785,-0.4165072
1919-12,-0.5190008,-0.6745339,-0.3634678
1920-01,-0.27549672,-0.4355657,-0.11542777
1920-02,-0.5446297,-0.6796756,-0.4095838
1920-03,-0.16858278,-0.3242277,-0.01293787
1920-04,-0.34182736,-0.52453816,-0.15911655
1920-05,-0.25982708,-0.45725542,-0.062398743
1920-06,-0.2526152,-0.45830852,-0.046921905
1920-07,-0.3183703,-0.5041656,-0.132575
1920-08,-0.23367624,-0.4556872,-0.011665282
1920-09,-0.20521392,-0.38401243,-0.026415419
1920-10,-0.22215475,-0.37488565,-0.069423854
1920-11,-0.3386833,-0.49758503,-0.17978156
1920-12,-0.4916411,-0.63645244,-0.34682977
1921-01,-0.23009698,-0.36866862,-0.091525346
1921-02,-0.29526424,-0.42998573,-0.16054274
1921-03,-0.34817618,-0.48623967,-0.21011272
1921-04,-0.29409987,-0.45433992,-0.1338598
1921-05,-0.30036768,-0.48176375,-0.1189716
1921-06,-0.15941109,-0.35311672,0.034294553
1921-07,-0.15206353,-0.3349175,0.03079043
1921-08,-0.3168488,-0.52896583,-0.104731835
1921-09,-0.1970843,-0.36653545,-0.027633138
1921-10,-0.12933318,-0.27669835,0.018031996
1921-11,-0.1936054,-0.32415754,-0.06305326
1921-12,-0.28037155,-0.41401455,-0.14672856
1922-01,-0.41835487,-0.548145,-0.2885647
1922-02,-0.4056852,-0.5275822,-0.28378814
1922-03,-0.33042884,-0.46482745,-0.19603023
1922-04,-0.29484954,-0.4449537,-0.14474533
1922-05,-0.4677514,-0.6426653,-0.29283753
1922-06,-0.29670164,-0.47277138,-0.12063192
1922-07,-0.2639083,-0.43238434,-0.09543224
1922-08,-0.35398406,-0.5550991,-0.15286902
1922-09,-0.31672782,-0.4788618,-0.15459381
1922-10,-0.34727657,-0.48539677,-0.20915633
1922-11,-0.2543594,-0.37156704,-0.13715176
1922-12,-0.3075381,-0.43890995,-0.17616624
1923-01,-0.40358266,-0.52654725,-0.28061807
1923-02,-0.48835424,-0.6085168,-0.36819163
1923-03,-0.45963058,-0.5801142,-0.33914697
1923-04,-0.40758264,-0.5511581,-0.26400724
1923-05,-0.40082577,-0.5694356,-0.23221594
1923-06,-0.25995073,-0.43571532,-0.08418616
1923-07,-0.41432616,-0.5752227,-0.25342962
1923-08,-0.32122013,-0.5231414,-0.11929884
1923-09,-0.33364418,-0.49529848,-0.17198987
1923-10,-0.16849536,-0.30663168,-0.030359032
1923-11,-0.025101868,-0.1458838,0.095680065
1923-12,-0.09191486,-0.21527386,0.03144414
1924-01,-0.32809886,-0.45377418,-0.20242354
1924-02,-0.30968896,-0.42690054,-0.19247735
1924-03,-0.17746355,-0.29928124,-0.05564586
1924-04,-0.33799425,-0.48169804,-0.19429044
1924-05,-0.2117845,-0.3771431,-0.04642588
1924-06,-0.26971695,-0.44822305,-0.09121084
1924-07,-0.2962571,-0.4479518,-0.14456242
1924-08,-0.31361791,-0.51825064,-0.10898521
1924-09,-0.32549635,-0.48800954,-0.16298315
1924-10,-0.35907298,-0.4964395,-0.22170648
1924-11,-0.28282258,-0.4022301,-0.16341506
1924-12,-0.4900155,-0.61152214,-0.36850882
1925-01,-0.48447105,-0.6111924,-0.35774973
1925-02,-0.47421008,-0.5955635,-0.3528567
1925-03,-0.3740107,-0.49738538,-0.25063604
1925-04,-0.3007729,-0.44430065,-0.15724516
1925-05,-0.3074031,-0.48555943,-0.12924673
1925-06,-0.34013987,-0.5298982,-0.15038148
1925-07,-0.33730775,-0.4917977,-0.18281785
1925-08,-0.16610648,-0.36866444,0.036451492
1925-09,-0.2542815,-0.42085567,-0.08770731
1925-10,-0.28279346,-0.429193,-0.1363939
1925-11,-0.05227776,-0.1721111,0.06755558
1925-12,0.018593444,-0.107007585,0.14419447
1926-01,0.08175703,-0.0501243,0.21363837
1926-02,-0.03679195,-0.1555751,0.081991196
1926-03,0.021171652,-0.10291766,0.14526096
1926-04,-0.16004369,-0.31229755,-0.007789832
1926-05,-0.266606,-0.43767852,-0.09553349
1926-06,-0.18072431,-0.35829398,-0.0031546135
1926-07,-0.20916334,-0.37156314,-0.046763536
1926-08,-0.10150231,-0.3112543,0.10824969
1926-09,-0.11794428,-0.277896,0.042007424
1926-10,-0.06908985,-0.20826907,0.07008937
1926-11,-0.10976566,-0.23457672,0.015045395
1926-12,-0.31683823,-0.44391122,-0.1897652
1927-01,-0.30985636,-0.43464515,-0.18506758
1927-02,-0.2064402,-0.31735194,-0.09552845
1927-03,-0.40839356,-0.52270555,-0.29408163
1927-04,-0.3155458,-0.45435983,-0.17673175
1927-05,-0.23147134,-0.3966262,-0.06631651
1927-06,-0.24982631,-0.42765328,-0.07199935
1927-07,-0.21086046,-0.3639127,-0.05780822
1927-08,-0.20705144,-0.4040011,-0.010101792
1927-09,-0.108941056,-0.26269993,0.044817805
1927-10,-0.021410033,-0.16182142,0.11900136
1927-11,-0.12043209,-0.23776978,-0.0030943942
1927-12,-0.31979832,-0.44166416,-0.19793251
1928-01,-0.024776636,-0.1535868,0.10403353
1928-02,-0.12267449,-0.2507338,0.005384835
1928-03,-0.31813625,-0.44672397,-0.18954854
1928-04,-0.23598641,-0.37985978,-0.09211305
1928-05,-0.30218256,-0.47252265,-0.13184245
1928-06,-0.33235246,-0.5039652,-0.16073972
1928-07,-0.19037025,-0.34174088,-0.038999632
1928-08,-0.17739731,-0.37362134,0.018826712
1928-09,-0.20670149,-0.37249246,-0.040910523
1928-10,-0.18655096,-0.32414463,-0.048957314
1928-11,-0.17232367,-0.29988784,-0.044759516
1928-12,-0.23151593,-0.35632065,-0.10671121
1929-01,-0.4340553,-0.5583478,-0.30976275
1929-02,-0.60112005,-0.7225817,-0.47965848
1929-03,-0.4850867,-0.6099462,-0.3602272
1929-04,-0.44075286,-0.5883775,-0.29312822
1929-05,-0.43484563,-0.60330606,-0.26638517
1929-06,-0.40392876,-0.57787305,-0.22998446
1929-07,-0.4356043,-0.59410214,-0.27710646
1929-08,-0.2620627,-0.46803358,-0.056091808
1929-09,-0.2734211,-0.43697828,-0.10986396
1929-10,-0.21415122,-0.35294342,-0.075359024
1929-11,-0.13710696,-0.25418854,-0.020025376
1929-12,-0.56161815,-0.6842826,-0.43895367
1930-01,-0.3582055,-0.48553655,-0.23087445
1930-02,-0.33801308,-0.45713362,-0.21889254
1930-03,-0.24422893,-0.3657447,-0.122713156
1930-04,-0.22422738,-0.36664554,-0.08180923
1930-05,-0.24692333,-0.4111041,-0.082742564
1930-06,-0.19681416,-0.37298718,-0.02064114
1930-07,-0.17981905,-0.3470825,-0.012555599
1930-08,-0.09020169,-0.29549515,0.11509177
1930-09,-0.092769794,-0.25508267,0.06954306
1930-10,-0.081125215,-0.21488756,0.052637126
1930-11,0.06904957,-0.05327641,0.19137554
1930-12,-0.05531298,-0.1735203,0.06289433
1931-01,-0.12728073,-0.2542801,-0.00028136987
1931-02,-0.25378972,-0.36338454,-0.1441949
1931-03,-0.11402873,-0.23446679,0.0064093294
1931-04,-0.18130071,-0.324893,-0.03770844
1931-05,-0.20138004,-0.36700425,-0.035755828
1931-06,-0.023266362,-0.19984746,0.15331474
1931-07,-0.010316032,-0.17730103,0.15666898
1931-08,-0.03563309,-0.2454909,0.1742247
1931-09,-0.05012884,-0.20495145,0.10469376
1931-10,-0.022466533,-0.16405195,0.11911888
1931-11,-0.14927475,-0.26463416,-0.033915356
1931-12,-0.100958765,-0.21657887,0.014661342
1932-01,0.070236534,-0.049102567,0.18957563
1932-02,-0.18819495,-0.29946443,-0.07692548
1932-03,-0.20114462,-0.3221158,-0.08017344
1932-04,-0.07686023,-0.2104445,0.05672404
1932-05,-0.16717155,-0.32192352,-0.0124195935
1932-06,-0.25636408,-0.42106152,-0.09166665
1932-07,-0.13365234,-0.2929118,0.025607102
1932-08,-0.18760896,-0.39101022,0.015792308
1932-09,-0.0026432085,-0.15184604,0.14655961
1932-10,-0.09407605,-0.23087351,0.042721402
1932-11,-0.29589286,-0.40970746,-0.1820783
1932-12,-0.26641268,-0.381955,-0.15087035
1933-01,-0.3241178,-0.43577403,-0.2124616
1933-02,-0.34880838,-0.453756,-0.24386077
1933-03,-0.4006236,-0.5085614,-0.2926858
1933-04,-0.30257553,-0.43686953,-0.16828156
1933-05,-0.2908854,-0.45773676,-0.124033995
1933-06,-0.3269607,-0.5085529,-0.1453685
1933-07,-0.29399803,-0.44814038,-0.13985568
1933-08,-0.15399523,-0.35163406,0.0436436
1933-09,-0.32821533,-0.48435056,-0.17208007
1933-10,-0.2487255,-0.38090152,-0.11654951
1933-11,-0.4060631,-0.5152614,-0.29686478
1933-12,-0.5147507,-0.62139356,-0.40810794
1934-01,-0.3302793,-0.43589804,-0.22466056
1934-02,-0.14811876,-0.2458277,-0.050409842
1934-03,-0.42936015,-0.5351029,-0.3236174
1934-04,-0.38489783,-0.5152025,-0.25459313
1934-05,-0.14961712,-0.3079043,0.008670042
1934-06,-0.09052083,-0.27831128,0.09726963
1934-07,-0.17999098,-0.33570394,-0.024278006
1934-08,-0.11649547,-0.32525548,0.09226454
1934-09,-0.13917924,-0.29103133,0.012672836
1934-10,-0.08315384,-0.22143449,0.055126812
1934-11,0.03561093,-0.07075068,0.14197254
1934-12,-0.10855337,-0.21530722,-0.001799526
1935-01,-0.35741302,-0.47120744,-0.24361861
1935-02,0.040657837,-0.059519716,0.14083539
1935-03,-0.23294424,-0.33196053,-0.13392794
1935-04,-0.33146426,-0.4661673,-0.19676122
1935-05,-0.32954872,-0.49836597,-0.16073143
1935-06,-0.21777625,-0.39492524,-0.040627286
1935-07,-0.15007329,-0.30615753,0.0060109585
1935-08,-0.14960822,-0.34386504,0.04464859
1935-09,-0.19363704,-0.34330755,-0.04396654
1935-10,-0.05373449,-0.17863916,0.07117018
1935-11,-0.32635114,-0.42946744,-0.2232348
1935-12,-0.25254253,-0.35197186,-0.15311314
1936-01,-0.39335644,-0.5002657,-0.28644717
1936-02,-0.33927172,-0.4399077,-0.23863573
1936-03,-0.33444518,-0.44070148,-0.22818889
1936-04,-0.19625486,-0.32426605,-0.06824368
1936-05,-0.17848295,-0.34125078,-0.015715117
